name,decimal,state,year
vhf,0.85,Colorado,1906
vhi,0.91,Wyoming,1963
vhm,0.23,Delaware,1917
vhn,0.52,Arizona,2021
vhq,0.7,Rhode Island,1956
vhr,0.28,Indiana,1981
vhx,0.02,Delaware,1990
vhy,0.84,North Carolina,1918
via,0.43,Vermont,1912
vib,0.9,Iowa,2019
vid,0.14,New Jersey,1987
vif,0.42,Kansas,1903
vij,0.62,Vermont,1916
vil,0.93,Alabama,1908
vim,0.28,Massachusetts,1919
vio,0.93,Arkansas,1966
viq,0.79,Alabama,2003
vis,0.3,Connecticut,1959
vit,0.0,Florida,1928
viw,0.81,Delaware,2013
vix,0.44,North Dakota,1995
viz,0.63,Wyoming,1943
vjc,0.89,West Virginia,1961
vjd,0.86,Rhode Island,1932
vje,0.55,Nevada,1944
vjf,0.58,Arizona,1921
vjh,0.84,New Jersey,1956
vjl,0.91,Georgia,1981
vjn,0.31,Utah,2012
vjo,0.88,Nebraska,1929
vjq,0.27,Mississippi,1956
vjr,0.96,Massachusetts,2010
vjs,0.48,Oklahoma,1981
vju,0.95,Kentucky,1939
vjv,0.83,Ohio,1982
vjw,0.27,Colorado,2014
vka,0.92,New Hampshire,1977
vkd,0.72,New York,1960
vke,0.99,Alabama,1977
vkf,0.91,North Carolina,1919
vkj,0.52,Tennessee,1973
vkl,0.75,Missouri,2020
vkt,0.51,Connecticut,1998
vku,0.71,Tennessee,2016
vlb,0.46,Wyoming,1979
vle,0.25,Vermont,1926
vlg,0.64,New Mexico,1968
vlh,0.88,South Dakota,2021
vli,0.2,Mississippi,1914
vlq,0.3,Oregon,2017
vlr,0.28,Colorado,2012
vls,0.73,Rhode Island,1985
vlt,0.73,Pennsylvania,1985
vlv,0.86,Michigan,2014
vlw,0.73,Kansas,1995
vlx,0.45,Connecticut,1967
vly,0.26,Florida,1987
vma,0.83,Texas,1901
vmb,0.43,Mississippi,1979
vmc,0.15,Arkansas,1948
vmf,0.52,New Hampshire,1986
vmg,1.0,Kansas,1989
vmi,0.27,Florida,1921
vmj,0.73,Virginia,1913
vmk,0.53,Connecticut,1906
vmq,0.01,Idaho,1977
vmr,0.37,Maryland,1980
vmw,0.96,Pennsylvania,2010
vmz,0.02,Rhode Island,1957
vnb,0.87,Missouri,1953
vnc,0.01,Colorado,1948
vnd,0.56,Mississippi,1950
vnj,0.83,Wyoming,1905
vnl,0.58,Maryland,1954
vnn,0.07,Virginia,1996
vnp,0.65,Louisiana,2008
vnt,0.85,New Hampshire,1980
vnz,0.08,Wisconsin,1914
vob,0.65,Kentucky,1956
voc,0.79,Tennessee,1969
vod,0.45,Wisconsin,1981
voe,0.43,Louisiana,1911
vof,0.59,Oklahoma,1978
voj,0.48,South Dakota,1918
von,0.83,Arkansas,1967
voo,0.0,Connecticut,2002
voq,0.57,New Hampshire,1908
vos,0.32,New Jersey,1905
vot,0.53,Florida,2003
vou,0.89,Florida,1967
vow,0.89,Michigan,2012
vox,0.08,Montana,1994
vpb,0.78,Alaska,1947
vpi,0.63,California,1903
vpk,0.71,Massachusetts,1950
vpp,0.01,North Dakota,1935
vpt,0.42,Iowa,1989
vpu,0.15,Texas,2002
vpy,0.49,Massachusetts,1921
vpz,0.98,Idaho,1993
vqa,0.82,Maine,1978
vqh,0.9,Oregon,2001
vqj,0.96,Wyoming,1935
vql,0.04,Oklahoma,1933
vqm,0.34,Oklahoma,1987
vqn,0.36,Massachusetts,1903
vqo,1.0,North Carolina,1970
vqr,0.22,Pennsylvania,1908
vqs,0.67,Mississippi,1976
vqt,0.0,Nevada,1946
vqu,0.96,Kentucky,1970
vqv,0.57,Montana,1955
vqw,0.69,Pennsylvania,2018
vqy,0.78,Washington,2003
vra,0.59,North Dakota,1917
vrd,0.41,North Carolina,2003
vrf,0.55,Alaska,1966
vrg,0.15,Illinois,1981
vrh,0.3,Nebraska,1935
vri,0.21,Virginia,1990
vrt,1.0,New Jersey,1919
vru,0.35,Missouri,1935
vry,0.28,Illinois,1906
vrz,0.82,New Mexico,1902
vse,0.72,Alaska,1962
vsh,0.49,Montana,2018
vsi,0.41,Nebraska,1995
vsk,0.2,North Dakota,2001
vsl,0.64,Montana,1953
vsn,0.18,Tennessee,1994
vso,0.02,Iowa,2000
vsq,0.85,New Hampshire,1941
vss,0.24,Michigan,1976
vsu,0.56,Oregon,1928
vtl,0.41,Mississippi,2021
vtt,0.42,Nevada,1995
vtu,0.56,Pennsylvania,1939
vub,0.94,Louisiana,2016
vuh,0.96,Mississippi,1950
vuo,0.15,Maine,2018
vur,0.38,Colorado,1945
vuv,0.06,Virginia,1915
vux,0.78,Missouri,1923
vuy,0.94,Georgia,1940
vva,0.06,Arizona,1962
vvb,0.15,Oregon,1900
vve,0.99,South Dakota,1948
vvg,0.1,Minnesota,1919
vvh,0.03,New Hampshire,1989
vvi,0.47,North Dakota,1918
vvk,0.87,West Virginia,1988
vvl,0.21,Colorado,1942
vvm,0.26,Idaho,1913
vvq,0.26,Missouri,2005
vvr,0.36,New York,1984
vvt,0.81,Indiana,1963
vwh,0.17,Massachusetts,1904
vwj,0.06,Wisconsin,1986
vwo,0.0,Indiana,1930
vwq,0.25,Idaho,1913
vwr,0.36,Wyoming,1909
vws,0.8,Rhode Island,2006
vwy,0.15,Indiana,1930
vxb,0.3,Georgia,1963
vxd,0.54,Massachusetts,1961
vxe,0.54,Kansas,2015
vxg,0.45,Utah,1931
vxj,0.02,Oklahoma,1966
vxk,0.94,West Virginia,1986
vxm,0.29,Utah,1940
vxq,0.53,Alabama,1925
vxs,0.99,California,2017
vxt,0.44,Wisconsin,1912
vxu,0.74,Nebraska,2009
vxv,0.19,Massachusetts,1967
vxw,0.5,Pennsylvania,1969
vxx,0.15,Delaware,1933
vxz,0.06,New York,1985
vyc,0.64,Michigan,1946
vyf,0.4,Vermont,2002
vyl,0.33,Mississippi,1907
vyq,0.5,Delaware,1950
vyr,0.59,Maryland,1921
vyw,0.16,South Dakota,1915
vzb,0.33,Alabama,1913
vzc,0.24,Virginia,1904
vzd,0.09,Nebraska,1907
vzn,0.89,New Hampshire,1945
vzo,0.14,New York,1952
vzp,0.37,Arizona,2010
vzt,0.05,Montana,2008
vzz,0.77,Vermont,2007
waa,1.0,New Hampshire,2002
wag,0.78,Montana,1998
waj,0.71,Delaware,2023
wal,0.13,New York,1904
wam,0.54,Florida,1969
wap,0.3,Michigan,1943
waq,0.19,Minnesota,2006
wat,0.42,Delaware,1926
wax,0.18,Tennessee,1919
wbe,0.54,New Jersey,1968
wbf,0.74,Iowa,1915
wbg,0.29,Massachusetts,1991
wbh,0.36,Wyoming,1987
wbm,0.99,Louisiana,1960
wbn,0.73,Iowa,1939
wbo,0.34,Maine,1938
wbt,0.1,Tennessee,1995
wbu,0.6,Louisiana,1926
wbv,0.31,Iowa,1939
wbz,0.34,West Virginia,1944
wca,0.71,North Dakota,1934
wcc,0.36,Delaware,2013
wcd,0.71,California,1904
wce,0.04,Oregon,1937
wcj,0.35,West Virginia,1993
wck,0.55,Iowa,1964
wcl,0.6,Florida,1944
wcn,0.74,Montana,2005
wco,0.07,Missouri,1902
wcp,0.46,New Hampshire,1900
wcq,0.74,South Dakota,1921
wcr,0.58,Tennessee,1950
wcy,0.88,Minnesota,2008
wda,0.47,Alabama,1926
wdi,0.92,Hawaii,1943
wdm,0.94,Alaska,2017
wdn,0.67,New Mexico,1980
wdo,0.73,New Mexico,1966
wdu,0.59,Washington,1999
wdv,0.27,Pennsylvania,1955
wdx,0.58,Pennsylvania,1922
wee,0.99,Nevada,1978
weh,0.74,Indiana,1920
wei,0.07,Alabama,1947
weo,0.99,South Carolina,1953
wet,0.67,Alabama,1984
wev,0.44,Vermont,1919
wex,0.45,Vermont,1978
wfd,0.3,Iowa,1934
wfh,0.93,New Jersey,1927
wfo,0.89,Rhode Island,1903
wfp,0.77,Indiana,1994
wfr,0.84,Washington,1992
wfu,0.16,Kansas,1962
wfy,0.41,Kentucky,1916
wga,0.94,Mississippi,1966
wgc,0.63,Illinois,2016
wgd,0.98,Rhode Island,1926
wgh,0.9,Nebraska,1925
wgl,0.29,North Dakota,1948
wgn,0.22,Illinois,1994
wgq,0.74,Idaho,1926
wgr,0.93,Delaware,1920
wgx,0.77,South Carolina,1974
whi,0.65,Delaware,1940
whk,0.25,Colorado,2010
whl,0.53,Alaska,1925
who,0.11,Indiana,1928
whq,0.84,Hawaii,2020
whr,1.0,West Virginia,1927
whs,0.15,Nevada,2000
whu,0.97,Colorado,1999
wia,0.56,Montana,1955
wib,0.87,New Jersey,1997
wie,0.91,Utah,1961
wif,0.36,North Carolina,1962
wik,0.64,Wisconsin,1950
wip,0.34,Virginia,1921
wiq,0.12,New York,1962
wis,0.69,Maryland,1960
wiv,0.52,South Dakota,2018
wix,0.01,Wisconsin,1935
wjf,0.34,Maryland,1994
wjk,0.35,Hawaii,1901
wjn,0.45,Ohio,1958
wjq,0.92,Oklahoma,1987
wjr,0.01,Colorado,2013
wju,0.5,Connecticut,1913
wjw,0.14,Utah,1909
wjx,0.49,Idaho,1937
wjy,0.84,Hawaii,2012
wjz,0.98,Connecticut,1946
wkb,0.45,Arkansas,2006
wkh,0.13,Rhode Island,1930
wki,0.75,Montana,1928
wkj,0.46,Missouri,2011
wkl,0.79,Delaware,1925
wkm,0.67,New Hampshire,2020
wkn,0.52,Maryland,1935
wkp,0.61,California,1912
wkq,0.23,Kansas,1982
wkr,0.93,Mississippi,1942
wks,0.31,Arizona,1985
wla,0.34,Minnesota,1948
wlb,0.83,Hawaii,2009
wlc,0.83,Missouri,2013
wlm,0.22,Minnesota,2011
wlr,0.89,Colorado,2018
wlv,0.72,Missouri,1973
wlw,0.47,Alaska,1958
wlz,0.79,Louisiana,1963
wmb,0.02,Colorado,1939
wmd,0.41,Arkansas,1998
wmf,0.13,North Carolina,1914
wml,0.55,North Dakota,2012
wmo,0.06,Missouri,1907
wmr,0.49,Pennsylvania,2018
wms,0.2,Montana,1923
wmt,0.62,Idaho,1908
wmv,0.93,Virginia,1935
wmw,0.84,North Carolina,1902
wmx,0.63,Ohio,1980
wmy,0.17,Virginia,1973
wmz,0.86,Massachusetts,1958
wnb,0.63,Montana,1999
wnf,0.19,Missouri,1992
wng,0.36,California,1906
wnj,0.7,Minnesota,1994
wnl,0.1,North Dakota,1977
wnp,0.18,Iowa,2022
wns,0.28,Arkansas,1936
wnt,0.22,South Carolina,1947
wnu,0.28,New Jersey,1960
woc,0.92,Arizona,1990
wof,0.39,Florida,1982
woh,0.41,Hawaii,1962
woi,0.95,Florida,1933
woj,0.14,Massachusetts,1970
woo,0.41,Michigan,1949
wou,0.53,Georgia,1974
wov,0.92,Wyoming,1919
wow,0.92,Louisiana,1915
woy,0.31,Indiana,2003
wpb,0.49,Arizona,1926
wpg,0.96,Maryland,1900
wpj,0.04,California,2021
wpm,0.87,Oklahoma,1900
wps,0.89,Ohio,1941
wqb,0.73,Maine,1939
wqm,0.05,Connecticut,1950
wqp,0.7,Wyoming,1956
wrb,0.04,Oregon,1938
wrf,0.63,Oklahoma,2009
wrh,0.51,New Jersey,2010
wri,0.48,Oregon,1904
wrj,0.33,Maine,1955
wrm,0.79,Maryland,1987
wrn,0.6,Montana,1957
wrs,0.34,Virginia,1995
wrt,0.24,Wyoming,1987
wrx,0.85,Pennsylvania,1975
wsa,0.81,Kansas,1908
wsm,0.18,Oregon,1941
wsn,0.98,Connecticut,1963
wso,0.06,Minnesota,1948
wsp,0.84,New Jersey,1951
wsr,0.93,Louisiana,1934
wsx,0.93,New Mexico,1973
wsy,0.17,North Dakota,1966
wta,0.34,Florida,1926
wtb,1.0,Utah,1946
wtc,0.18,Michigan,1948
wtd,0.84,Alaska,1939
wtg,0.41,Connecticut,1989
wth,0.88,Wisconsin,1968
wti,0.17,Illinois,1935
wtk,0.18,South Dakota,1932
wtl,0.08,Colorado,2008
wtm,0.61,Tennessee,1991
wtp,0.38,Utah,1956
wtr,0.29,Wisconsin,1958
wts,0.42,New Mexico,1932
wtt,0.75,Nevada,2008
wty,0.63,Hawaii,1902
wua,0.44,Iowa,1965
wuc,0.06,Alaska,2004
wuh,0.71,Arkansas,1911
wuk,0.33,Alabama,1939
wus,0.44,Alabama,1981
wuw,0.48,Idaho,1915
wvb,0.75,Washington,1975
wvd,0.66,Ohio,1903
wvk,0.33,Rhode Island,1937
wvm,0.15,Virginia,1986
wvn,0.04,Delaware,2021
wvw,0.55,Kansas,1919
wwa,0.52,Rhode Island,1940
wwd,0.14,Alabama,2005
wwh,0.01,Colorado,1951
wwl,0.59,Alaska,1928
wwn,0.75,Alaska,2001
wwo,0.66,Mississippi,1987
wwp,0.14,Texas,2003
wwq,0.19,Alaska,1908
wwr,0.6,Florida,1914
wwx,0.68,Delaware,2023
wwy,0.62,Rhode Island,2006
wxg,0.71,Washington,1924
wxm,0.14,South Carolina,1964
wxn,0.52,Iowa,1992
wxt,0.31,Hawaii,2003
wxv,0.0,West Virginia,1992
wxw,0.58,Delaware,1973
wxy,0.91,Massachusetts,1963
wxz,0.95,Indiana,1904
wyb,0.21,Maryland,1902
wyg,0.31,Utah,2006
wym,0.96,Colorado,1905
wyn,0.45,Missouri,1967
wyo,0.42,Missouri,2020
wyw,0.42,Illinois,1951
wyx,0.71,Ohio,1934
wzc,0.82,Massachusetts,1971
wzf,0.93,Maine,1902
wzg,0.95,Alaska,1986
wzl,0.4,Washington,1995
wzn,0.41,Michigan,1929
wzs,0.43,Washington,1927
wzt,0.9,Utah,2012
xaa,0.39,Wyoming,1964
xab,0.05,North Dakota,1971
xae,0.83,Virginia,2018
xaf,0.8,Iowa,2000
xai,0.46,Vermont,1987
xar,0.79,Texas,1941
xau,0.07,Missouri,1903
xay,0.66,Kansas,1960
xaz,0.63,West Virginia,1947
xbb,0.63,Washington,1906
xbl,0.33,Louisiana,2020
xbo,0.52,Idaho,1959
xbq,0.74,Vermont,1916
xbu,0.56,Illinois,2020
xby,0.31,Washington,1965
xbz,0.73,Missouri,1985
xcd,0.27,Connecticut,1999
xci,0.16,Indiana,1908
xcp,0.32,Alaska,1948
xcu,0.02,Michigan,1908
xcv,0.47,Indiana,2022
xda,0.12,North Dakota,2007
xdb,0.7,Idaho,1997
xdc,0.33,Maryland,1931
xde,0.56,West Virginia,1921
xdf,0.82,North Dakota,1936
xdh,0.06,Illinois,1964
xdi,0.97,Ohio,1902
xdk,0.52,Alaska,1950
xdl,0.74,North Carolina,1955
xdm,0.26,Iowa,1958
xdr,0.31,South Dakota,1932
xdu,0.64,Florida,1947
xdx,0.68,Arizona,2002
xea,1.0,Tennessee,1975
xee,0.21,Utah,2019
xeq,0.72,North Dakota,1901
xer,0.57,Iowa,1939
xes,0.29,Rhode Island,2013
xez,0.07,North Dakota,1917
xfe,0.07,New Hampshire,2015
xfh,0.39,Washington,2004
xfk,0.97,Arkansas,1954
xfl,0.21,Texas,1984
xfo,0.05,Indiana,1904
xfq,0.95,Arizona,2018
xfv,0.54,Colorado,1984
xfz,0.77,California,1920
xga,0.52,North Carolina,1900
xge,0.1,Nevada,2007
xgh,0.4,South Carolina,2005
xgk,0.91,Oklahoma,1999
xgm,0.99,Missouri,2017
xgn,0.95,Pennsylvania,1973
xgp,0.3,New Jersey,2013
xgq,0.93,Texas,1909
xgr,0.8,Georgia,2020
xgx,0.69,Georgia,1980
xhb,0.74,Utah,2004
xhc,0.1,Delaware,1900
xhf,0.32,Iowa,1959
xhg,0.4,California,1923
xhk,0.64,Kansas,1907
xhm,0.74,Michigan,2003
xhn,0.22,Mississippi,1957
xhr,0.14,Nebraska,1982
xhv,0.52,New Mexico,1923
xic,0.71,Nebraska,1921
xih,0.63,Minnesota,2017
xin,0.0,Kentucky,1957
xio,0.36,North Carolina,2008
xip,0.6,Florida,1982
xiu,0.98,Hawaii,1961
xiz,0.01,Wyoming,1978
xjb,0.25,North Carolina,1961
xje,0.62,Maryland,1956
xji,0.4,Minnesota,1989
xjo,0.09,Washington,1910
xju,0.96,Rhode Island,1922
xjv,0.18,Maine,1988
xjw,0.37,Virginia,1906
xkb,0.26,Vermont,1910
xkg,0.63,Nebraska,1986
xki,1.0,Arkansas,2001
xkj,0.27,California,1959
xkm,0.26,New Jersey,1988
xkn,0.94,Tennessee,1986
xkq,0.2,Pennsylvania,1975
xks,0.48,Oklahoma,1990
xku,0.19,Virginia,1997
xkx,0.84,Indiana,2011
xkz,0.84,Maine,1990
xla,0.39,Louisiana,1927
xlc,0.18,North Dakota,1987
xld,0.13,Louisiana,1916
xle,0.73,Mississippi,1964
xlg,0.54,Maine,1973
xln,0.29,Vermont,1926
xlt,0.44,South Carolina,1941
xlu,0.52,Oregon,2014
xlw,0.72,New York,1967
xlx,0.86,New Jersey,2016
xmf,0.93,Michigan,1943
xmg,0.97,New Jersey,1968
xmh,0.8,Nebraska,1965
xmk,0.36,Georgia,1973
xmo,0.61,Washington,1983
xmu,0.17,Hawaii,2015
xni,0.74,New York,1923
xnj,0.95,Tennessee,1988
xnn,0.24,Illinois,1910
xnt,0.09,Florida,1961
xnu,0.27,Iowa,1925
xnz,0.31,South Carolina,1901
xoa,0.62,Florida,1914
xod,0.36,Tennessee,1970
xoe,0.41,Virginia,1995
xof,0.93,Wyoming,1933
xoh,0.02,Illinois,1999
xon,0.59,Washington,1916
xop,0.96,Indiana,1948
xot,0.76,Nebraska,1972
xov,0.67,Oregon,1975
xow,0.04,Georgia,1987
xpa,0.27,New Hampshire,1927
xpb,0.38,Wisconsin,1924
xpc,0.58,Hawaii,1928
xpi,0.16,Georgia,2023
xpr,0.7,Wyoming,1902
xpw,0.66,Iowa,1978
xqa,0.43,Illinois,1967
xqf,0.74,South Dakota,1932
xqh,0.57,Arizona,1930
xqi,0.73,North Carolina,1962
xqn,0.08,Delaware,1900
xqo,0.41,Montana,1951
xqu,0.94,Tennessee,2016
xra,0.19,Maine,1999
xrf,0.51,Delaware,1998
xrg,0.07,Alaska,1931
xrr,0.27,Ohio,1904
xrw,0.18,Indiana,1987
xrz,0.78,New Mexico,1910
xsc,0.38,Idaho,2023
xse,0.28,Maine,2015
xsf,0.11,Alaska,2015
xsg,0.69,Virginia,2021
xsh,0.2,Massachusetts,2017
xsi,0.18,South Carolina,1976
xsm,0.63,Alaska,1901
xsq,0.13,Montana,1974
xst,0.62,Rhode Island,2002
xtf,0.31,Alaska,1935
xtg,0.76,Maine,1936
xth,1.0,Michigan,1976
xtn,0.22,Louisiana,1975
xto,0.71,Indiana,1909
xtr,0.8,Maine,2022
xtt,0.57,Ohio,1969
xtu,0.61,Pennsylvania,1975
xtz,0.64,Ohio,1987
xub,0.62,Missouri,1957
xug,0.33,New Jersey,1910
xuh,0.41,Alabama,1997
xui,0.33,Pennsylvania,2015
xul,0.75,Delaware,2004
xus,0.71,Kentucky,1969
xuu,0.77,Arkansas,1941
xuw,0.65,Tennessee,2005
xux,0.71,Wisconsin,1951
xuz,0.53,Maryland,1942
xva,0.95,Idaho,2004
xvb,0.24,Louisiana,2022
xvf,0.22,Florida,1928
xvg,0.42,Massachusetts,1956
xvj,0.18,Nevada,2009
xvl,0.45,Arizona,1906
xvm,0.34,Iowa,1932
xvp,0.76,Arkansas,1928
xvr,0.63,North Dakota,1939
xvu,0.8,New Mexico,1954
xvv,0.71,Rhode Island,1930
xvw,0.31,Nebraska,1927
xvz,0.46,Nevada,1996
xwb,0.87,Delaware,1904
xwe,0.66,Vermont,1951
xwj,0.11,Virginia,1932
xwk,0.96,Pennsylvania,1997
xwq,0.22,Maryland,2001
xwv,0.53,Montana,1985
xxa,0.22,Maryland,2019
xxb,0.91,Pennsylvania,2001
xxe,0.48,Missouri,1934
xxf,0.89,Oregon,1972
xxh,0.97,Virginia,1987
xxi,0.93,Oklahoma,1901
xxk,0.11,Minnesota,1975
xxq,0.03,Illinois,2004
xxs,0.49,Mississippi,1938
xxx,0.1,Idaho,2013
xxy,0.91,Virginia,1920
xyc,0.16,New York,1946
xyf,0.28,Mississippi,1941
xyh,0.7,Iowa,1999
xyk,0.04,Virginia,1914
xym,0.23,Utah,1911
xyo,0.47,New Jersey,1991
xyq,0.07,Alabama,1956
xyr,0.33,Hawaii,1908
xyu,0.9,Alabama,1912
xyx,0.95,Pennsylvania,2020
xyz,0.74,North Dakota,2000
xzh,0.04,Wisconsin,2009
xzi,0.4,Rhode Island,1987
xzl,0.16,Kansas,2020
xzm,0.71,Nebraska,1948
xzp,0.76,Ohio,1976
xzq,0.31,Kentucky,1906
xzs,0.28,Iowa,1971
xzu,0.44,Montana,1953
yac,0.09,Illinois,1985
yah,0.29,Connecticut,1965
yai,0.72,Washington,1999
yaj,0.17,Rhode Island,1984
yak,0.7,North Carolina,1904
yam,0.0,South Dakota,1955
yao,0.92,Kansas,2002
yaq,0.58,Kentucky,2007
yas,0.41,Colorado,1920
yau,0.04,Missouri,1914
yaw,0.22,Utah,2005
yay,1.0,West Virginia,1956
yaz,0.92,Connecticut,1944
ybb,0.15,Georgia,1916
ybd,0.54,Delaware,1907
ybh,0.31,Connecticut,1918
ybi,0.49,South Carolina,1984
ybn,0.66,California,1984
ybp,0.34,Iowa,2007
ybw,0.98,Washington,1902
ybz,0.29,Idaho,1916
ycb,0.88,Nevada,1905
ycd,0.03,Mississippi,1974
yce,0.77,Wyoming,1903
ycj,0.5,Maryland,2011
yck,0.44,Maryland,1996
ycm,0.16,New York,1902
ycn,0.76,Montana,1964
yco,0.09,North Dakota,1949
ycs,0.96,Oregon,1910
ycu,0.62,North Dakota,2005
ycx,0.73,Minnesota,1942
ydb,0.55,New York,1953
ydd,0.02,Colorado,1927
ydf,0.18,Montana,1977
ydg,0.73,Arizona,1986
ydh,0.67,Colorado,1957
ydi,0.65,California,1919
ydk,0.94,Missouri,1997
ydm,0.24,South Carolina,1938
ydn,0.15,Washington,1947
ydo,0.96,South Dakota,1948
ydp,0.76,Florida,1935
ydq,0.94,Michigan,1947
yds,0.92,Missouri,1949
ydw,0.67,Wisconsin,2022
ydz,0.0,Nebraska,1931
yea,0.59,California,1904
yeb,0.21,Vermont,1934
yed,0.95,Missouri,1907
yej,0.43,Wisconsin,1949
yeo,0.9,Nebraska,2018
yes,0.73,Mississippi,1926
yev,0.07,North Carolina,2012
yfb,0.47,Delaware,1965
yfe,0.28,New Hampshire,1954
yff,0.96,Oregon,2019
yfk,0.19,Pennsylvania,2016
yfn,0.44,Pennsylvania,1984
yfr,0.78,Alabama,1918
yfx,0.46,Montana,1988
yga,0.06,Vermont,1958
ygb,0.11,New Hampshire,1944
ygh,0.34,Colorado,1948
ygj,0.39,Georgia,1907
ygk,0.0,Wyoming,1933
ygn,0.34,Tennessee,1940
ygo,0.01,California,1931
ygr,0.14,Utah,1939
ygw,0.63,Indiana,2023
ygx,0.85,Colorado,1922
ygz,0.5,Wisconsin,1955
yhb,0.77,Nevada,1948
yhc,0.19,Iowa,1953
yhe,0.11,Kentucky,1972
yhf,0.27,Colorado,1915
yhg,0.42,Georgia,1947
yhh,0.91,Hawaii,1991
yhk,0.01,New Mexico,2002
yhp,0.34,Pennsylvania,1994
yhs,0.22,New Jersey,1947
yhy,0.89,Oregon,1915
yic,0.1,Kansas,1946
yid,0.91,Oregon,1953
yie,0.0,Kentucky,1932
yif,0.94,Louisiana,1976
yih,0.03,Washington,1982
yil,0.8,New Mexico,1949
yim,0.4,Delaware,1987
yio,0.62,Iowa,1900
yiv,0.93,Florida,1969
yiz,0.87,Nevada,2007
yjb,0.38,California,1902
yje,0.09,West Virginia,2019
yji,0.14,Arkansas,1936
yjj,0.27,Idaho,1937
yjk,0.21,Tennessee,1920
yjn,0.25,Connecticut,1947
yju,0.16,Georgia,1958
yjx,0.92,Wisconsin,1922
yjy,0.47,New Hampshire,1937
yjz,0.9,Massachusetts,2018
yka,0.84,West Virginia,2002
ykb,0.86,Maryland,1938
ykd,0.49,Virginia,1900
ykf,0.56,Texas,1935
ykk,0.11,Connecticut,1956
yko,0.35,Arizona,1951
ykt,0.12,New York,2018
yky,0.09,California,1941
ykz,0.09,Pennsylvania,1910
ylc,0.19,Colorado,1906
yli,0.4,Pennsylvania,1931
ylj,0.13,California,2020
yll,0.64,Delaware,2017
ylo,0.44,Nevada,1951
ylp,0.86,New Mexico,1957
ylr,0.31,Nevada,1966
ylu,0.86,Utah,1981
ylv,0.76,Florida,2004
yly,0.82,Montana,1951
yma,0.21,North Dakota,2012
ymb,0.39,Idaho,1966
ymc,0.15,Wisconsin,1914
ymg,0.16,Massachusetts,1917
ymj,0.89,Tennessee,1966
ymm,0.97,Louisiana,1959
ymn,0.82,Illinois,2016
ymo,0.74,Virginia,1911
ymp,0.22,Alaska,2010
ynb,0.15,Alaska,1999
ynd,0.45,Kansas,1997
ynf,0.63,North Dakota,2005
ynk,0.84,Iowa,1957
yno,0.16,Michigan,1936
ynq,0.64,Wyoming,1940
ynx,0.28,Colorado,2017
yny,0.34,Virginia,1962
ynz,0.09,Wisconsin,1996
yoh,0.07,North Carolina,1923
yoi,0.17,Nebraska,1970
yom,0.66,South Carolina,2021
yoo,0.37,Wyoming,1980
yor,0.68,Kansas,1994
you,0.82,Iowa,2015
ypb,0.35,Ohio,1903
ypc,0.34,New Mexico,1996
ypd,0.5,Missouri,1956
ypf,0.14,Michigan,2022
ypg,0.65,New Hampshire,1971
ypr,0.26,Hawaii,1907
ypu,0.7,Wyoming,1964
ypx,0.55,Mississippi,1946
yqb,0.38,Colorado,1948
yqe,0.09,New Hampshire,1923
yqg,0.73,Utah,1907
yqq,0.35,Maine,1956
yqs,0.43,Michigan,1929
yqv,0.25,Oklahoma,1904
yqx,0.66,Maine,1968
yqy,0.41,Hawaii,1981
yre,0.05,Montana,2015
yrk,0.97,Alabama,1924
yrm,0.94,Wisconsin,2009
yro,0.36,Delaware,1950
yrp,0.8,Wyoming,1984
yrq,0.18,Louisiana,2005
yrr,0.06,Rhode Island,1950
yru,0.89,Georgia,1949
yrv,0.98,Oregon,2022
yrw,0.6,Montana,2003
yrz,0.17,Nevada,1936
ysb,0.58,Virginia,2010
ysd,0.74,Idaho,2006
ysj,0.72,Kentucky,1990
ysm,0.49,Kentucky,1979
yso,0.42,New Mexico,1903
ysq,0.62,Colorado,1965
ysr,0.5,Rhode Island,1975
yst,0.77,Montana,1955
ysx,0.81,Alabama,1934
yta,0.24,Maryland,1993
ytd,0.73,Vermont,1903
yte,0.54,Tennessee,1984
yth,0.93,New Jersey,2023
ytl,0.88,South Carolina,1927
ytp,0.56,Connecticut,2001
ytt,0.76,Tennessee,1969
ytu,0.85,Oklahoma,1983
ytv,0.49,Connecticut,2000
ytw,0.6,Ohio,1920
yuc,0.48,Oregon,1903
yud,0.63,Vermont,2008
yue,0.91,Maine,1993
yuf,0.28,Vermont,1963
yug,0.09,Arkansas,1936
yuj,0.95,Oklahoma,1947
yun,0.24,Hawaii,2006
yuo,0.42,Pennsylvania,1943
yut,0.4,Nevada,1901
yuu,0.1,Tennessee,1976
yuv,0.95,Iowa,1995
yux,0.48,Massachusetts,1923
yva,0.66,Hawaii,1930
yvd,0.18,Alabama,1954
yve,0.65,Iowa,1992
yvj,0.41,Vermont,1948
yvl,0.92,Maryland,2010
yvn,0.33,California,2020
yvs,0.43,Massachusetts,2009
yvt,0.49,Hawaii,1977
yvy,0.61,Colorado,2009
ywd,0.53,Indiana,2021
ywe,1.0,Colorado,1941
ywf,0.2,Colorado,2010
ywp,0.19,Kentucky,2012
ywq,0.18,Nevada,2023
yws,0.71,Hawaii,2020
ywt,0.5,Delaware,1926
ywy,0.96,New Hampshire,1996
ywz,0.49,Rhode Island,2012
yxd,0.77,Michigan,2011
yxe,0.6,Florida,1940
yxg,0.19,Maryland,1926
yxi,0.16,West Virginia,1927
yxj,0.11,Rhode Island,1972
