Letter,Number,Color
omn,98,Purple
omo,18,Brown
omp,19,Yellow
omq,83,Gray
omr,19,Pink
oms,8,Magenta
omt,98,Gray
omu,4,Orange
omv,16,Gray
omw,73,Orange
omx,49,Green
omy,69,Pink
omz,98,Gray
ona,94,Lavender
onb,90,Black
onc,71,Magenta
ond,29,Cyan
one,63,Red
onf,18,Magenta
ong,90,Gray
onh,32,Red
oni,67,Brown
onj,13,Gray
onk,74,Cyan
onl,98,Cyan
onm,91,Magenta
onn,34,Yellow
ono,42,Black
onp,6,Blue
onq,10,White
onr,27,Turquoise
ons,3,Black
ont,35,Magenta
onu,44,Magenta
onv,23,White
onw,88,Yellow
onx,13,Magenta
ony,91,Turquoise
onz,23,White
ooa,41,Turquoise
oob,63,Black
ooc,41,Yellow
ood,36,Green
ooe,79,Brown
oof,13,Turquoise
oog,42,Gray
ooh,93,Yellow
ooi,25,Lavender
ooj,11,Red
ook,55,Magenta
ool,70,Turquoise
oom,79,Cyan
oon,93,Yellow
ooo,14,Lavender
oop,76,White
ooq,4,Yellow
oor,37,Purple
oos,44,Gray
oot,97,Yellow
oou,75,Brown
oov,52,Cyan
oow,56,Yellow
oox,2,Magenta
ooy,55,Lavender
ooz,73,Yellow
opa,21,Brown
opb,57,Black
opc,52,Green
opd,92,Brown
ope,19,Orange
opf,42,Black
opg,100,Black
oph,31,Orange
opi,21,Pink
opj,16,Purple
opk,73,Turquoise
opl,73,Brown
opm,91,Red
opn,70,Lavender
opo,75,Gray
opp,72,Lavender
opq,65,Brown
opr,24,Gray
ops,46,Red
opt,89,Magenta
opu,12,Brown
opv,57,Gray
opw,39,Orange
opx,14,Red
opy,64,Magenta
opz,1,Green
oqa,32,Brown
oqb,47,Red
oqc,66,Orange
oqd,95,Black
oqe,21,Gray
oqf,60,Red
oqg,98,Orange
oqh,96,Pink
oqi,62,Purple
oqj,0,Pink
oqk,18,Green
oql,100,Lavender
oqm,35,Yellow
oqn,11,Magenta
oqo,55,Blue
oqp,38,Red
oqq,28,Red
oqr,40,Turquoise
oqs,84,Purple
oqt,1,Blue
oqu,85,Pink
oqv,96,White
oqw,97,Black
oqx,2,White
oqy,35,Cyan
oqz,100,Black
ora,15,Lavender
orb,9,Red
orc,9,Gray
ord,82,Orange
ore,70,Blue
orf,28,Red
org,56,Turquoise
orh,72,Pink
ori,17,Black
orj,65,Red
ork,45,White
orl,41,Orange
orm,81,Lavender
orn,39,Turquoise
oro,28,Pink
orp,10,Purple
orq,26,Red
orr,76,Purple
ors,91,Yellow
ort,74,Purple
oru,63,White
orv,69,Green
orw,38,Brown
orx,28,Yellow
ory,19,Gray
orz,36,Pink
osa,96,White
osb,81,Turquoise
osc,66,Orange
osd,11,Blue
ose,98,White
osf,16,Blue
osg,1,Brown
osh,54,Lavender
osi,30,Red
osj,34,Red
osk,42,Purple
osl,25,Gray
osm,3,White
osn,15,White
oso,45,Lavender
osp,81,Blue
osq,19,Blue
osr,16,Brown
oss,6,Pink
ost,97,Gray
osu,100,Green
osv,95,Orange
osw,78,Yellow
osx,68,Lavender
osy,25,Green
osz,8,Pink
ota,95,Black
otb,69,White
otc,98,Pink
otd,53,Brown
ote,65,Red
otf,51,White
otg,19,Gray
oth,77,Cyan
oti,97,Green
otj,86,Brown
otk,83,Black
otl,99,Turquoise
otm,72,Green
otn,81,Lavender
oto,92,Orange
otp,92,Blue
otq,50,Green
otr,26,Gray
ots,36,Magenta
ott,42,Pink
otu,16,Brown
otv,5,Blue
otw,84,Gray
otx,84,Brown
oty,10,Magenta
otz,23,Yellow
oua,96,Green
oub,42,Red
ouc,53,Gray
oud,80,Turquoise
oue,74,Gray
ouf,19,Green
oug,31,Purple
ouh,82,Red
oui,31,Green
ouj,34,Yellow
ouk,97,White
oul,39,Pink
oum,27,Brown
oun,78,Brown
ouo,15,Pink
oup,38,Magenta
ouq,45,Brown
our,19,Green
ous,63,Green
out,71,Purple
ouu,41,White
ouv,37,Pink
ouw,56,Lavender
oux,74,Turquoise
ouy,76,Yellow
ouz,41,Gray
ova,4,Turquoise
ovb,1,Black
ovc,72,Red
ovd,100,Black
ove,22,Gray
ovf,21,White
ovg,9,Black
ovh,36,Gray
ovi,33,Lavender
ovj,26,Black
ovk,29,Blue
ovl,64,Orange
ovm,28,Brown
ovn,57,Orange
ovo,12,White
ovp,71,Brown
ovq,15,Pink
ovr,7,Black
ovs,32,Magenta
ovt,52,Brown
ovu,58,Orange
ovv,22,White
ovw,73,Blue
ovx,40,Brown
ovy,15,Red
ovz,32,Brown
owa,49,Black
owb,21,Black
owc,66,Gray
owd,100,Magenta
owe,86,Gray
owf,24,Red
owg,2,Yellow
owh,44,Green
owi,86,Green
owj,17,Pink
owk,36,Purple
owl,0,Green
owm,75,Gray
own,88,Purple
owo,9,Brown
owp,24,Turquoise
owq,19,Lavender
owr,8,Blue
ows,77,Turquoise
owt,87,Yellow
owu,2,Magenta
owv,26,Lavender
oww,52,Turquoise
owx,15,Turquoise
owy,92,Turquoise
owz,70,Cyan
oxa,36,Green
oxb,12,Brown
oxc,99,Green
oxd,84,Magenta
oxe,44,Pink
oxf,32,Magenta
oxg,62,Purple
oxh,84,Magenta
oxi,53,Gray
oxj,87,White
oxk,33,Orange
oxl,22,Brown
oxm,62,Magenta
oxn,38,Orange
oxo,64,Cyan
oxp,69,Blue
oxq,63,Black
oxr,23,Brown
oxs,66,Lavender
oxt,54,Magenta
oxu,80,Gray
oxv,68,Yellow
oxw,53,Yellow
oxx,39,Red
oxy,86,Gray
oxz,88,Magenta
oya,18,Brown
oyb,47,Black
oyc,98,Turquoise
oyd,8,Yellow
oye,55,Purple
oyf,90,Red
oyg,75,Magenta
oyh,63,Yellow
oyi,78,Black
oyj,81,Red
oyk,3,Pink
oyl,31,Orange
oym,34,Turquoise
oyn,68,Pink
oyo,22,Lavender
oyp,83,Pink
oyq,33,White
oyr,97,Cyan
oys,48,Lavender
oyt,79,Brown
oyu,31,White
oyv,88,White
oyw,11,Turquoise
oyx,23,Gray
oyy,0,Yellow
oyz,89,Green
oza,86,Gray
ozb,57,Cyan
ozc,39,Gray
ozd,99,Gray
oze,37,Lavender
ozf,8,Lavender
ozg,51,Black
ozh,53,Magenta
ozi,3,Green
ozj,25,Blue
ozk,67,White
ozl,23,Black
ozm,82,Purple
ozn,16,Red
ozo,57,Turquoise
ozp,1,Purple
ozq,97,Cyan
ozr,3,Brown
ozs,24,Brown
ozt,25,Orange
ozu,30,Purple
ozv,71,Green
ozw,66,Purple
ozx,17,White
ozy,57,Yellow
ozz,23,Blue
paa,25,Blue
pab,100,Orange
pac,12,Cyan
pad,45,Purple
pae,74,Cyan
paf,77,Black
pag,4,Red
pah,89,Gray
pai,60,Cyan
paj,58,White
pak,35,Brown
pal,94,Black
pam,62,White
pan,24,Magenta
pao,51,Yellow
pap,95,Orange
paq,45,Lavender
par,16,Gray
pas,20,Green
pat,44,Gray
pau,6,White
pav,55,Red
paw,90,Lavender
pax,3,Red
pay,32,Orange
paz,34,Green
pba,13,Magenta
pbb,58,Orange
pbc,55,Green
pbd,76,Brown
pbe,25,Gray
pbf,92,White
pbg,72,Brown
pbh,50,Yellow
pbi,72,Black
pbj,59,Black
pbk,43,Turquoise
pbl,0,Green
pbm,5,Green
pbn,13,Turquoise
pbo,29,Blue
pbp,4,White
pbq,71,Pink
pbr,46,Blue
pbs,44,Magenta
pbt,79,Cyan
pbu,8,Red
pbv,7,Red
pbw,1,Purple
pbx,75,Cyan
pby,24,Red
pbz,95,Black
pca,65,Pink
pcb,12,Pink
pcc,68,Yellow
pcd,86,Purple
pce,8,Green
pcf,46,Lavender
pcg,54,Lavender
pch,43,Orange
pci,53,Purple
pcj,24,Cyan
pck,40,Turquoise
pcl,31,Lavender
pcm,32,Cyan
pcn,58,Gray
pco,19,Cyan
pcp,53,Cyan
pcq,35,Red
pcr,37,Lavender
pcs,51,Pink
pct,39,Lavender
pcu,86,Red
pcv,54,Brown
pcw,44,Brown
pcx,33,Purple
pcy,52,Orange
pcz,12,Brown
pda,69,Red
pdb,70,Pink
pdc,1,Pink
pdd,2,Yellow
pde,36,Green
pdf,89,Red
pdg,6,Brown
pdh,51,Red
pdi,90,Pink
pdj,46,White
pdk,43,Purple
pdl,58,Cyan
pdm,31,Cyan
pdn,25,White
pdo,66,Black
pdp,94,Pink
pdq,24,Lavender
pdr,57,Blue
pds,93,Green
pdt,72,Green
pdu,85,Brown
pdv,43,Black
pdw,69,Green
pdx,92,Purple
pdy,20,Orange
pdz,58,Cyan
pea,22,Green
peb,65,Magenta
pec,21,Pink
ped,86,White
pee,73,Black
pef,5,Green
peg,13,Orange
peh,76,Lavender
pei,98,Cyan
pej,23,Gray
pek,7,Cyan
pel,46,Orange
pem,46,Brown
pen,86,Lavender
peo,66,Pink
pep,39,Turquoise
peq,87,Yellow
per,40,Black
pes,18,Brown
pet,52,Magenta
peu,14,Black
pev,58,Brown
pew,71,Yellow
pex,4,Brown
pey,63,Green
pez,72,Purple
pfa,86,Turquoise
pfb,30,Magenta
pfc,91,Cyan
pfd,30,Blue
pfe,64,Brown
pff,41,Pink
pfg,0,Yellow
pfh,70,Lavender
pfi,52,Pink
pfj,96,Turquoise
pfk,44,Turquoise
pfl,72,White
pfm,3,Blue
pfn,79,Green
pfo,72,Gray
pfp,11,Magenta
pfq,67,Lavender
pfr,49,Green
pfs,4,Cyan
pft,58,Yellow
pfu,29,Blue
pfv,52,Brown
pfw,52,Green
pfx,54,Pink
pfy,96,Yellow
pfz,5,Green
pga,91,Magenta
pgb,23,Black
pgc,57,Green
pgd,31,Blue
pge,17,Yellow
pgf,72,Red
pgg,48,Pink
pgh,71,Green
pgi,29,Turquoise
pgj,80,Purple
pgk,8,Purple
pgl,23,Pink
pgm,16,Gray
pgn,89,Magenta
pgo,28,Yellow
pgp,0,Turquoise
pgq,4,Green
pgr,12,Orange
pgs,0,Green
pgt,25,Cyan
pgu,11,Cyan
pgv,26,Pink
pgw,44,Orange
pgx,25,Pink
pgy,15,Yellow
pgz,72,White
pha,62,Cyan
phb,20,Green
phc,7,Black
phd,73,Black
phe,19,Gray
phf,7,Cyan
phg,9,Brown
phh,72,Pink
phi,43,Pink
phj,31,Cyan
phk,90,Blue
phl,48,Cyan
phm,22,Yellow
phn,23,Green
pho,73,Black
php,80,White
phq,60,Red
phr,90,Cyan
phs,65,Purple
pht,28,Yellow
phu,97,Green
phv,22,Green
phw,33,Purple
phx,86,Brown
phy,78,Blue
phz,72,Orange
pia,35,Purple
pib,12,Brown
pic,56,Turquoise
pid,32,Blue
pie,75,Gray
pif,56,Blue
pig,79,Lavender
pih,98,Turquoise
pii,9,White
pij,34,Brown
pik,67,Purple
pil,38,Turquoise
pim,23,Orange
pin,32,Orange
pio,93,Cyan
pip,81,Turquoise
piq,40,Red
pir,26,Yellow
pis,8,Brown
pit,6,Purple
piu,97,Yellow
piv,39,Turquoise
piw,62,Blue
pix,64,Brown
piy,6,Green
piz,17,Green
pja,76,Blue
pjb,45,Green
pjc,32,Blue
pjd,61,Orange
pje,6,Orange
pjf,50,Blue
pjg,7,Red
pjh,51,Lavender
pji,16,Red
pjj,31,Gray
pjk,94,Red
pjl,30,Pink
pjm,38,Black
pjn,85,Black
pjo,11,Purple
pjp,40,Pink
pjq,83,Black
pjr,95,Gray
pjs,49,White
pjt,18,Gray
pju,85,Yellow
pjv,77,Red
pjw,34,Turquoise
pjx,13,Turquoise
pjy,19,Blue
pjz,77,Magenta
pka,35,Black
pkb,31,Orange
pkc,58,White
pkd,11,Lavender
pke,74,Gray
pkf,15,Black
pkg,10,Purple
pkh,24,Green
pki,75,Turquoise
pkj,58,Purple
pkk,94,Magenta
pkl,2,Orange
pkm,95,Cyan
pkn,15,Pink
pko,46,Cyan
pkp,63,Turquoise
pkq,55,Yellow
pkr,75,Magenta
pks,55,Green
pkt,41,Magenta
pku,93,Green
pkv,36,Red
pkw,21,Pink
pkx,19,Orange
pky,73,Yellow
pkz,95,Turquoise
pla,19,Cyan
plb,63,Black
plc,66,Lavender
pld,62,Orange
ple,98,Black
plf,54,Brown
plg,76,Yellow
plh,93,Cyan
pli,36,Lavender
plj,78,Orange
plk,26,Pink
pll,16,Green
plm,49,Black
pln,72,Cyan
plo,21,Purple
plp,17,White
plq,37,Pink
plr,69,Black
pls,76,Black
plt,87,Red
plu,3,Purple
plv,93,Turquoise
plw,44,Brown
plx,10,Lavender
ply,37,Cyan
plz,93,Orange
pma,87,Pink
pmb,80,Brown
pmc,23,Gray
pmd,100,Magenta
pme,32,Brown
pmf,90,Blue
pmg,75,Black
pmh,20,Brown
pmi,72,Cyan
pmj,28,Red
pmk,30,Orange
pml,51,Cyan
pmm,63,Cyan
pmn,86,Orange
pmo,35,Brown
pmp,1,Blue
pmq,74,Purple
pmr,60,Cyan
pms,93,Lavender
pmt,65,Cyan
pmu,24,Blue
pmv,8,Yellow
pmw,84,Gray
pmx,13,Blue
pmy,7,Brown
pmz,42,Turquoise
pna,16,Lavender
pnb,100,White
pnc,18,White
pnd,0,Gray
pne,62,White
pnf,90,Gray
png,3,Magenta
pnh,10,Pink
pni,72,Gray
pnj,76,Blue
pnk,17,Pink
pnl,97,Gray
pnm,66,Pink
pnn,15,Red
pno,2,Blue
pnp,100,Orange
pnq,77,Gray
pnr,67,Orange
pns,77,Purple
pnt,55,Black
pnu,22,Yellow
pnv,15,Yellow
pnw,90,Pink
pnx,73,Green
pny,59,Orange
pnz,76,Brown
poa,79,White
pob,31,White
poc,10,Black
pod,85,Orange
poe,10,Lavender
pof,96,Black
pog,75,Lavender
poh,99,Purple
poi,55,Yellow
poj,95,Pink
pok,41,Cyan
pol,100,Cyan
pom,60,Magenta
pon,22,Lavender
poo,63,White
pop,44,Black
poq,28,Gray
por,94,Pink
pos,66,White
pot,32,Black
pou,67,Red
pov,52,Green
pow,0,Magenta
pox,93,Turquoise
poy,11,Purple
poz,66,Turquoise
ppa,37,Pink
ppb,83,White
ppc,15,Pink
ppd,95,Turquoise
ppe,96,Pink
ppf,54,Brown
ppg,52,Pink
pph,77,White
ppi,28,Magenta
ppj,58,Red
ppk,76,Yellow
ppl,40,Orange
ppm,47,Cyan
ppn,63,Magenta
ppo,18,Yellow
ppp,19,Orange
ppq,62,Cyan
ppr,83,Cyan
pps,95,Turquoise
ppt,100,Lavender
ppu,79,Blue
ppv,33,Magenta
ppw,98,Yellow
ppx,25,Purple
ppy,69,Magenta
ppz,8,Yellow
pqa,75,Orange
pqb,2,Yellow
pqc,15,Yellow
pqd,54,Black
pqe,54,Magenta
pqf,50,Cyan
pqg,22,Lavender
pqh,56,Gray
pqi,92,Red
pqj,27,Lavender
pqk,69,Lavender
pql,56,Black
pqm,48,Purple
pqn,89,Cyan
pqo,39,Purple
pqp,100,Magenta
pqq,7,Pink
pqr,87,Red
pqs,22,Blue
pqt,12,Magenta
pqu,51,Brown
pqv,26,Green
pqw,92,Cyan
pqx,18,White
pqy,14,Gray
pqz,7,Blue
pra,71,Lavender
prb,71,Blue
prc,30,Lavender
prd,58,Green
pre,22,Purple
prf,78,Red
prg,5,Orange
prh,91,Blue
pri,55,Orange
prj,70,Red
prk,29,Magenta
prl,6,Red
prm,47,Yellow
prn,85,Turquoise
pro,40,Yellow
prp,7,Brown
prq,69,Black
prr,79,Magenta
prs,56,Pink
prt,60,Red
pru,46,Red
prv,3,Green
prw,17,Purple
prx,96,White
pry,74,Green
prz,13,Gray
psa,82,Green
psb,60,Black
psc,100,Red
psd,2,Yellow
pse,67,Brown
psf,7,Orange
psg,52,Brown
psh,23,Green
psi,94,Turquoise
psj,41,Orange
psk,92,Gray
psl,14,White
psm,18,Brown
psn,88,Gray
pso,43,Orange
psp,38,Magenta
psq,65,Yellow
psr,55,Gray
pss,46,Purple
pst,58,Turquoise
psu,99,White
psv,15,Pink
psw,60,Gray
psx,5,Blue
psy,47,Blue
psz,65,Black
pta,13,White
ptb,71,Black
ptc,92,Gray
ptd,81,Black
pte,29,White
ptf,42,Black
ptg,78,Black
pth,96,Red
pti,63,Black
ptj,91,Turquoise
ptk,30,Blue
ptl,73,Cyan
ptm,47,Orange
ptn,57,Blue
pto,87,White
ptp,61,Red
ptq,34,Brown
ptr,47,Blue
pts,10,Gray
ptt,50,Turquoise
ptu,83,Lavender
ptv,16,Blue
ptw,6,Blue
ptx,34,Blue
pty,77,Black
ptz,18,White
pua,77,Turquoise
pub,23,Brown
puc,85,Yellow
pud,43,Cyan
pue,33,Purple
puf,46,Brown
pug,47,Orange
puh,14,Gray
pui,52,Cyan
puj,73,Red
puk,46,Green
pul,17,Lavender
pum,38,Cyan
pun,95,Turquoise
puo,86,Cyan
pup,59,Red
puq,53,Gray
pur,49,Red
pus,36,Magenta
put,4,Pink
puu,60,Blue
puv,20,Turquoise
puw,53,Purple
pux,26,Lavender
puy,10,Gray
puz,87,White
pva,60,Brown
pvb,62,Green
pvc,37,Yellow
pvd,42,Turquoise
pve,51,Lavender
pvf,11,Brown
pvg,72,Black
pvh,78,White
pvi,91,Pink
pvj,92,Blue
pvk,97,Yellow
pvl,93,Purple
pvm,16,Lavender
pvn,24,Lavender
pvo,86,White
pvp,17,Turquoise
pvq,52,Black
pvr,37,Brown
pvs,4,Pink
pvt,71,Brown
pvu,82,Orange
pvv,4,Turquoise
pvw,5,Pink
pvx,64,Yellow
pvy,88,Black
pvz,68,Gray
pwa,59,Red
pwb,20,Pink
pwc,44,Yellow
pwd,100,Gray
pwe,48,White
pwf,45,Yellow
pwg,11,Purple
pwh,95,Lavender
pwi,14,Turquoise
pwj,59,Red
pwk,72,Blue
pwl,59,Orange
pwm,75,Gray
pwn,85,Orange
pwo,3,Pink
pwp,76,Orange
pwq,21,Yellow
pwr,1,Lavender
pws,32,Red
pwt,17,Yellow
pwu,13,Red
pwv,75,White
pww,57,Pink
pwx,54,Cyan
pwy,21,Purple
pwz,11,Yellow
pxa,17,Magenta
pxb,5,Blue
pxc,26,Purple
pxd,45,Red
pxe,75,Yellow
pxf,48,Gray
pxg,52,Brown
pxh,18,Blue
pxi,60,Red
pxj,91,Brown
pxk,48,Lavender
pxl,73,Gray
pxm,48,Purple
pxn,21,Pink
pxo,4,Magenta
pxp,85,Yellow
pxq,58,Magenta
pxr,7,Magenta
pxs,21,Purple
pxt,50,Purple
pxu,69,Gray
pxv,73,Magenta
pxw,100,Yellow
pxx,45,Black
pxy,44,Pink
pxz,100,Brown
pya,57,Black
pyb,70,Yellow
pyc,64,Turquoise
pyd,9,Orange
pye,7,Green
pyf,65,Pink
pyg,51,Black
pyh,23,Pink
pyi,68,Pink
pyj,82,White
pyk,72,White
pyl,40,Yellow
pym,96,Gray
pyn,93,Pink
pyo,57,Black
pyp,81,Lavender
pyq,28,Black
pyr,20,Yellow
pys,66,Black
pyt,97,Cyan
pyu,44,Orange
pyv,17,Brown
pyw,67,Purple
pyx,85,Red
pyy,5,Turquoise
pyz,73,Pink
pza,39,Pink
pzb,28,Lavender
pzc,30,Magenta
pzd,93,Brown
pze,19,Pink
pzf,70,Yellow
pzg,0,Cyan
pzh,36,Blue
pzi,81,Lavender
pzj,62,Yellow
pzk,55,Magenta
pzl,32,Cyan
pzm,20,Red
pzn,91,Blue
pzo,66,Cyan
pzp,63,Yellow
pzq,62,Purple
pzr,41,White
pzs,12,Orange
pzt,73,Black
pzu,73,Cyan
pzv,72,Black
pzw,46,Purple
pzx,25,Cyan
pzy,33,Purple
pzz,25,Cyan
qaa,12,Magenta
qab,98,Orange
qac,63,Purple
qad,64,Turquoise
qae,5,Purple
qaf,15,Lavender
qag,48,Yellow
qah,39,Red
qai,39,Pink
qaj,56,Brown
qak,97,Brown
qal,29,Brown
qam,36,Pink
qan,37,Lavender
qao,45,Lavender
qap,36,Red
qaq,17,Blue
qar,15,Magenta
qas,67,Cyan
qat,62,Orange
qau,93,Green
qav,21,Blue
qaw,94,Red
qax,33,Magenta
qay,84,Magenta
qaz,84,Yellow
qba,11,Purple
qbb,99,Pink
qbc,9,Orange
qbd,38,Magenta
qbe,24,Yellow
qbf,84,White
qbg,42,Lavender
qbh,68,Red
qbi,7,Orange
qbj,79,Black
qbk,93,White
qbl,89,Lavender
qbm,33,Pink
qbn,54,Cyan
qbo,28,Pink
qbp,76,Lavender
qbq,57,Brown
qbr,56,Magenta
qbs,6,Red
qbt,6,Turquoise
qbu,43,Purple
qbv,24,Orange
qbw,20,Blue
qbx,88,Turquoise
qby,55,White
qbz,50,Brown
qca,82,Orange
qcb,22,Pink
qcc,77,Black
qcd,5,Yellow
qce,92,Magenta
qcf,75,Brown
qcg,55,White
qch,12,Cyan
qci,88,Red
qcj,10,Purple
qck,56,Pink
qcl,49,Brown
qcm,73,Lavender
qcn,12,Blue
qco,85,Green
qcp,67,Orange
qcq,49,Blue
qcr,2,Yellow
qcs,22,Purple
qct,80,Red
qcu,7,Lavender
qcv,60,Black
qcw,21,Cyan
qcx,52,Blue
qcy,84,Yellow
qcz,80,White
qda,17,Magenta
qdb,29,Green
qdc,54,White
qdd,79,Black
qde,51,White
qdf,27,Purple
qdg,82,Black
qdh,84,Gray
qdi,20,Pink
qdj,78,Brown
qdk,33,Black
qdl,0,Lavender
qdm,85,Magenta
qdn,90,Turquoise
qdo,3,Brown
qdp,84,Orange
qdq,65,Black
qdr,34,Yellow
qds,50,Orange
qdt,19,Brown
qdu,48,Blue
qdv,5,Lavender
qdw,75,Yellow
qdx,46,White
qdy,3,Orange
qdz,81,Blue
qea,92,Purple
qeb,33,Pink
qec,14,Green
qed,61,White
qee,82,Magenta
qef,91,Red
qeg,48,Green
qeh,14,Magenta
qei,69,Gray
qej,4,Red
qek,95,Purple
qel,70,Red
qem,49,Green
qen,16,White
qeo,99,Yellow
qep,51,Purple
qeq,74,Red
qer,99,Blue
qes,53,Gray
qet,72,Turquoise
qeu,15,Gray
qev,50,Blue
qew,58,Black
qex,69,Green
qey,1,Black
qez,36,Magenta
qfa,22,Lavender
qfb,24,Black
qfc,90,Blue
qfd,39,Black
qfe,36,Yellow
qff,20,Blue
qfg,14,Blue
qfh,45,Blue
qfi,90,Green
qfj,4,Black
qfk,47,Lavender
qfl,82,Lavender
qfm,29,Green
qfn,91,Turquoise
qfo,74,Blue
qfp,88,Gray
qfq,7,Cyan
qfr,69,Lavender
qfs,80,Brown
qft,16,Lavender
qfu,58,Blue
qfv,22,Lavender
qfw,38,Magenta
qfx,57,Purple
qfy,66,Magenta
qfz,96,Orange
qga,90,Turquoise
qgb,52,Cyan
qgc,34,Gray
qgd,22,Orange
qge,52,Lavender
qgf,57,Purple
qgg,63,Turquoise
qgh,6,Lavender
qgi,49,Magenta
qgj,55,Magenta
qgk,65,Cyan
qgl,26,Gray
qgm,81,Purple
qgn,83,Brown
qgo,18,Gray
qgp,16,Pink
qgq,87,Purple
qgr,3,Red
qgs,53,Purple
qgt,58,Lavender
qgu,61,White
qgv,11,Turquoise
qgw,23,Cyan
qgx,94,Orange
qgy,83,White
qgz,74,Red
qha,89,White
qhb,77,Purple
qhc,84,Cyan
qhd,69,Black
qhe,43,Magenta
qhf,89,Lavender
qhg,5,Cyan
qhh,57,Magenta
qhi,83,Gray
qhj,35,Lavender
qhk,39,Lavender
qhl,58,White
qhm,4,Brown
qhn,92,Black
qho,29,Yellow
qhp,53,White
qhq,31,Magenta
qhr,28,Black
qhs,68,Brown
qht,43,Green
qhu,19,Purple
qhv,68,Pink
qhw,61,Blue
qhx,29,White
qhy,60,Yellow
qhz,29,Black
qia,51,Green
qib,11,Lavender
qic,77,Brown
qid,55,Green
qie,100,White
qif,1,Gray
qig,33,Orange
qih,66,Purple
qii,3,Gray
qij,35,Black
qik,84,White
qil,38,Pink
qim,87,Turquoise
qin,88,Cyan
qio,4,Blue
qip,3,Lavender
qiq,11,Gray
qir,75,Green
qis,19,Red
qit,42,Cyan
qiu,78,Yellow
qiv,12,White
qiw,57,Orange
qix,55,White
qiy,85,Blue
qiz,44,Orange
qja,50,Lavender
qjb,5,Green
qjc,84,Lavender
qjd,38,Black
qje,39,Purple
qjf,61,Purple
qjg,96,Magenta
qjh,2,Magenta
qji,98,Brown
qjj,86,White
qjk,93,White
qjl,54,Gray
qjm,92,Black
qjn,76,Green
qjo,34,Pink
qjp,99,Red
qjq,88,Pink
qjr,30,Blue
qjs,67,Green
qjt,9,Gray
qju,58,Blue
qjv,69,White
qjw,60,Gray
qjx,12,Pink
qjy,44,Magenta
qjz,2,Green
qka,35,Pink
qkb,19,Pink
qkc,34,Blue
qkd,53,Purple
qke,56,Gray
qkf,54,Turquoise
qkg,2,Red
qkh,68,Turquoise
qki,91,White
qkj,49,Orange
qkk,26,Magenta
qkl,23,Magenta
qkm,60,Green
qkn,88,Lavender
qko,29,Yellow
qkp,26,Cyan
qkq,69,Orange
qkr,83,Magenta
qks,86,Cyan
qkt,35,Pink
qku,70,Pink
qkv,32,White
qkw,72,Green
qkx,100,Brown
qky,58,Turquoise
qkz,36,Gray
qla,9,Gray
qlb,37,Yellow
qlc,56,Orange
qld,13,Brown
qle,68,Red
qlf,1,Yellow
qlg,56,Red
qlh,79,Blue
qli,62,Purple
qlj,4,Magenta
qlk,16,Red
qll,63,Red
qlm,28,Lavender
qln,38,Pink
qlo,86,Brown
qlp,49,Red
qlq,70,White
qlr,76,Gray
qls,49,Gray
qlt,25,Pink
qlu,12,Cyan
qlv,46,Magenta
qlw,52,Gray
qlx,46,Purple
qly,75,Lavender
qlz,2,Cyan
qma,14,Orange
qmb,94,Red
qmc,13,Pink
qmd,45,Turquoise
qme,18,Turquoise
qmf,9,Pink
qmg,18,Black
qmh,63,Magenta
qmi,79,Green
qmj,9,Pink
qmk,3,Brown
qml,12,Brown
qmm,29,Brown
qmn,58,Turquoise
qmo,9,Orange
qmp,76,Cyan
qmq,71,Purple
qmr,41,Brown
qms,76,Pink
qmt,13,Yellow
qmu,61,Lavender
qmv,22,Gray
qmw,59,Gray
qmx,94,Red
qmy,9,Cyan
qmz,40,Magenta
qna,30,Orange
qnb,85,Purple
qnc,65,Turquoise
qnd,15,Gray
qne,87,Yellow
qnf,2,Brown
qng,93,Magenta
qnh,59,Gray
qni,86,Yellow
qnj,33,Gray
qnk,2,Blue
qnl,26,Lavender
qnm,55,Blue
qnn,55,Green
qno,63,White
qnp,42,Brown
qnq,21,Green
qnr,55,Blue
qns,88,Orange
qnt,76,Yellow
qnu,99,Gray
qnv,89,Turquoise
qnw,4,White
qnx,33,White
qny,20,Pink
qnz,85,Turquoise
qoa,37,Black
qob,59,Turquoise
qoc,54,Lavender
qod,82,White
qoe,68,Yellow
qof,89,Yellow
qog,60,Magenta
qoh,5,Yellow
qoi,4,Pink
qoj,15,Yellow
qok,70,Green
qol,27,Brown
qom,32,Purple
qon,66,Magenta
qoo,86,Magenta
qop,62,Cyan
qoq,78,Red
qor,97,Cyan
qos,2,Cyan
qot,88,Purple
qou,6,Blue
qov,8,Blue
qow,48,Turquoise
qox,98,Gray
qoy,12,Yellow
qoz,83,Brown
qpa,96,Blue
qpb,78,Pink
qpc,8,Magenta
qpd,17,Magenta
qpe,41,Green
qpf,38,Turquoise
qpg,74,Lavender
qph,62,Blue
qpi,93,Lavender
qpj,45,Green
qpk,86,Red
qpl,80,Black
qpm,100,Pink
qpn,50,Brown
qpo,99,White
qpp,51,Brown
qpq,57,Black
qpr,4,Green
qps,67,Black
qpt,30,Lavender
qpu,89,Orange
qpv,60,Turquoise
qpw,61,Red
qpx,53,Green
qpy,17,Lavender
qpz,95,Gray
qqa,26,Orange
qqb,3,Pink
qqc,19,Orange
qqd,26,Cyan
qqe,38,Lavender
qqf,68,Purple
qqg,0,Gray
qqh,63,Gray
qqi,97,Cyan
qqj,5,Yellow
qqk,19,Yellow
qql,49,Black
